v_link_id,time,area1,area2,area3
57171273701,04:15:00,30.39,78.43,0.0
47871162701,04:15:00,46.69,63.24,0.0
47872559901,04:15:00,48.23,52.02,0.0
57170544401,04:15:00,41.48,34.28,0.0
47877363202,04:15:00,42.31,52.94,0.0
47870286301,04:15:00,35.22,85.22,0.0
47870660302,04:15:00,33.85,80.21,0.0
47870854202,04:15:00,40.89,64.22,0.0
47876075601,04:15:00,49.32,60.47,0.0
47877892401,04:15:00,51.54,55.38,0.77
47877865902,04:15:00,47.08,60.42,0.0
47871844301,04:15:00,40.76,78.99,0.0
47878072101,04:15:00,29.12,80.88,0.0
47871255602,04:15:00,40.79,67.76,0.0
47870286802,04:15:00,47.47,17.72,0.0
47871844201,04:15:00,50.0,57.58,0.0
57172604701,04:15:00,31.03,82.76,0.0
47873728002,04:15:00,43.71,67.61,0.0
47872555302,04:15:00,17.98,78.37,0.0
47877929901,04:15:00,30.14,75.34,0.0
47871210701,04:15:00,43.12,68.44,0.0
47872094202,04:15:00,40.36,73.19,0.0
47871275101,04:15:00,44.96,58.99,0.0
47872632501,04:15:00,10.37,97.78,0.0
47872109602,04:15:00,47.68,69.07,0.0
47877362901,04:15:00,40.69,63.42,0.0
47871317202,04:15:00,48.43,49.37,0.0
47870654901,04:15:00,40.56,50.35,0.0
47870654902,04:15:00,32.59,45.98,0.0
47871209901,04:15:00,50.32,51.62,0.0
47871346101,04:15:00,43.67,53.16,0.0
47876086301,04:15:00,50.0,64.88,0.0
47870451001,04:15:00,25.45,81.74,0.0
47871256001,04:15:00,32.19,54.79,0.0
47875227001,04:15:00,46.47,62.06,0.0
47871351801,04:15:00,41.8,84.92,0.0
47870084102,04:15:00,48.98,57.65,0.0
47871417201,04:15:00,34.39,74.84,0.0
47873728401,04:15:00,44.5,59.63,0.0
47871573601,04:15:00,50.0,26.14,0.0
47874156202,04:15:00,40.72,63.77,0.0
47870749701,04:15:00,31.13,88.68,0.0
47871337501,04:15:00,50.0,63.7,0.0
47878059701,04:15:00,32.17,100.0,0.0
47871210502,04:15:00,25.0,77.31,0.0
47877895501,04:15:00,49.24,59.85,0.0
47875390401,04:15:00,42.48,66.37,0.0
47872982602,04:15:00,48.94,59.57,0.0
47872101402,04:15:00,29.37,82.04,0.0
47871317201,04:15:00,52.61,45.42,0.0
47878080101,04:15:00,23.45,78.32,0.0
47871351802,04:15:00,45.04,60.31,0.0
47870749801,04:15:00,50.0,59.02,0.0
47875227002,04:15:00,26.92,65.62,0.0
47872666302,04:15:00,42.04,45.86,0.0
47870666002,04:15:00,48.55,53.99,0.0
47877866001,04:15:00,43.35,22.61,0.0
47874140202,04:15:00,35.12,71.43,0.0
47871275102,04:15:00,49.76,55.83,0.0
47876086401,04:15:00,63.12,25.62,0.0
47871210401,04:15:00,14.11,93.55,0.0
47873727801,04:15:00,34.12,66.22,0.0
47877945001,04:15:00,37.7,73.41,0.0
47877889701,04:15:00,38.41,69.57,0.0
47877362802,04:15:00,40.91,59.5,0.0
47871361401,04:15:00,27.54,80.68,0.0
47870160502,04:15:00,40.4,74.24,0.0
47870451002,04:15:00,30.05,76.2,0.0
47871573702,04:15:00,48.55,61.35,0.0
47871381401,04:15:00,47.82,57.05,0.0
47870666001,04:15:00,46.95,64.47,0.0
47875227101,04:15:00,23.63,85.07,0.0
47870484301,04:15:00,32.62,82.62,0.0
47878060401,04:15:00,15.44,55.7,0.34
47871162702,04:15:00,50.0,54.27,0.0
47877362902,04:15:00,40.52,62.93,0.0
47877363201,04:15:00,46.35,51.4,0.0
47871573701,04:15:00,33.56,70.47,0.0
47878073101,04:15:00,21.43,84.64,0.0
47872101401,04:15:00,38.55,60.31,0.0
47878072201,04:15:00,41.46,72.78,0.0
47877866002,04:15:00,50.0,51.92,0.0
47871828301,04:15:00,31.6,83.44,0.0
47872555301,04:30:00,30.41,71.13,0.0
57170509101,04:30:00,29.55,28.79,0.0
47870451001,04:30:00,32.37,80.43,0.0
47877609601,04:30:00,42.38,51.9,0.0
47871348702,04:30:00,18.4,93.75,0.0
47870084102,04:30:00,47.66,58.98,0.0
47873728401,04:30:00,47.32,56.7,0.0
47878060701,04:30:00,18.75,84.51,0.0
47878059701,04:30:00,31.3,69.75,0.0
47871162701,04:30:00,50.0,63.19,0.0
47878068201,04:30:00,21.34,55.18,0.0
47871351801,04:30:00,38.45,60.08,0.0
47875227002,04:30:00,32.23,68.6,0.0
47872955401,04:30:00,21.23,85.23,0.0
47870749701,04:30:00,33.24,87.15,0.0
47871210502,04:30:00,28.17,76.76,0.0
47871573601,04:30:00,50.0,30.33,0.0
47873728201,04:30:00,48.58,55.97,0.0
47870484301,04:30:00,33.89,80.77,0.0
57174250701,04:30:00,48.39,63.98,0.0
47877363201,04:30:00,44.55,53.32,0.0
57171936801,04:30:00,44.62,67.2,0.0
47871256001,04:30:00,30.45,65.0,0.0
47877901601,04:30:00,21.36,86.89,0.0
47872101401,04:30:00,39.05,62.43,0.0
47874204801,04:30:00,48.69,16.34,0.0
47871346002,04:30:00,35.26,62.5,0.0
47878059802,04:30:00,45.75,34.43,0.0
47874090601,04:30:00,46.89,55.65,0.0
47870084001,04:30:00,44.97,78.11,0.0
47877362801,04:30:00,47.87,54.26,0.0
57174250602,04:30:00,49.46,59.78,0.0
47877609501,04:30:00,30.73,82.81,0.0
47871209902,04:30:00,55.76,37.88,0.0
47878060601,04:30:00,16.27,92.06,0.0
47876085801,04:30:00,41.9,80.17,0.0
47877362902,04:30:00,38.24,64.97,0.0
47877889701,04:30:00,40.23,68.39,0.0
47871324401,04:30:00,49.41,0.59,0.0
47875227001,04:30:00,46.55,61.58,0.0
47873727801,04:30:00,37.28,62.96,0.0
47872071702,04:30:00,28.48,75.23,0.0
47874090402,04:30:00,47.22,61.42,0.0
47871417201,04:30:00,37.12,75.77,0.0
47871337502,04:30:00,48.68,16.14,0.0
47871362401,04:30:00,49.16,55.88,0.0
47871337501,04:30:00,50.0,66.46,0.0
47877895501,04:30:00,43.01,61.83,0.0
47875390401,04:30:00,40.6,71.43,0.0
47877363202,04:30:00,41.83,51.0,0.0
47875227101,04:30:00,21.94,85.65,0.0
47871573701,04:30:00,30.12,70.76,0.0
47870654902,04:30:00,35.96,61.8,0.0
47871844301,04:30:00,34.87,80.26,0.0
47878072101,04:30:00,23.94,83.51,0.0
47870286802,04:30:00,48.14,18.37,0.0
47871275101,04:30:00,46.34,59.76,0.0
47871209901,04:30:00,50.23,52.64,0.0
47876075601,04:30:00,49.68,57.28,0.0
47871844201,04:30:00,47.46,57.63,0.0
57172604701,04:30:00,31.82,86.36,0.0
47877929901,04:30:00,25.95,79.92,0.0
57171273701,04:30:00,27.34,77.34,0.0
47872109602,04:30:00,47.98,38.79,0.0
47873728002,04:30:00,42.38,67.68,0.0
47871210701,04:30:00,43.41,67.86,0.0
47877362802,04:30:00,46.54,52.69,0.0
47872632501,04:30:00,9.93,96.92,0.0
47871255602,04:30:00,40.06,68.07,0.0
47872094202,04:30:00,44.79,69.27,0.0
47878052001,04:30:00,18.27,100.0,0.0
47870654901,04:30:00,40.34,47.9,0.0
47871317202,04:30:00,52.24,47.88,0.0
47872555302,04:30:00,16.1,80.3,0.0
47877892401,04:30:00,47.25,57.14,0.0
47878080101,04:30:00,20.56,80.37,0.0
47877866002,04:30:00,50.0,52.63,0.0
47870286301,04:30:00,27.27,87.97,0.0
47872094201,04:30:00,37.99,72.71,0.0
47871317201,04:30:00,46.65,51.83,0.0
47871361401,04:30:00,24.75,83.17,0.0
47871210401,04:30:00,18.46,93.08,0.0
47870749801,04:30:00,46.88,63.84,0.0
47871351802,04:30:00,40.82,60.76,0.0
47870666001,04:30:00,47.06,63.66,0.0
47872666302,04:30:00,42.42,47.75,0.0
47871275102,04:30:00,49.39,26.52,0.0
47877866001,04:30:00,42.32,26.1,0.0
47874140202,04:30:00,38.22,67.02,0.0
47872101402,04:30:00,21.08,87.35,0.0
47870160502,04:30:00,42.16,73.53,0.0
47876086301,04:30:00,49.62,60.38,0.0
47872982602,04:30:00,49.66,57.59,0.0
47871346101,04:30:00,49.68,55.7,0.0
47870666002,04:30:00,48.45,53.73,0.0
47876086401,04:30:00,72.65,27.07,0.0
47878073101,04:30:00,21.48,82.22,0.0
57170544401,04:30:00,52.96,29.57,0.0
47871573702,04:30:00,46.77,64.31,0.0
47872559901,04:30:00,51.23,51.84,0.0
47878060401,04:30:00,30.67,46.64,0.0
47870660302,04:30:00,33.18,75.7,0.0
47870854202,04:30:00,30.09,76.65,0.0
47877362901,04:30:00,43.09,65.45,0.0
47871162702,04:30:00,49.59,54.3,0.0
47874156202,04:30:00,35.64,69.15,0.0
47875390302,04:30:00,12.57,67.21,1.64
47871416901,04:30:00,28.0,63.6,0.0
47870451002,04:30:00,22.33,80.63,0.0
47873728001,04:30:00,49.62,8.93,0.0
47877915901,04:30:00,23.68,86.18,0.0
47871381401,04:30:00,48.13,36.28,0.0
47872559902,04:30:00,39.02,50.0,0.0
47870484001,04:30:00,35.81,100.0,0.0
47871828301,04:30:00,34.81,76.9,0.0
47871573602,04:30:00,47.37,80.7,0.0
47871294101,04:30:00,34.88,50.19,0.0
47870747601,04:30:00,19.41,68.35,0.27
47872109601,04:30:00,44.75,19.44,0.0
47877895601,04:30:00,7.93,45.12,0.0
47877945001,04:30:00,35.42,79.17,0.0
57173567001,04:30:00,39.17,67.5,0.0
47877865902,04:30:00,45.89,64.11,0.0
47872666301,04:30:00,41.31,56.74,0.0
47878072201,04:30:00,35.76,79.11,0.0
47872983001,04:30:00,16.98,44.03,0.0
47877865901,04:30:00,37.7,55.24,0.0
47870286802,04:45:00,46.45,24.29,0.0
47876075601,04:45:00,49.74,59.16,0.0
57174250602,04:45:00,45.9,62.7,0.0
47877609501,04:45:00,39.1,76.28,0.0
47870666002,04:45:00,47.89,57.37,0.0
47878072101,04:45:00,25.3,88.96,0.0
47871573701,04:45:00,28.66,73.49,0.0
47872101402,04:45:00,21.05,87.65,0.0
47877362801,04:45:00,49.35,53.9,0.0
47874090601,04:45:00,44.14,63.74,0.0
47870484001,04:45:00,37.5,100.0,0.0
47872101401,04:45:00,34.44,72.78,0.0
47871844201,04:45:00,47.79,59.56,0.0
47877945001,04:45:00,37.21,70.93,0.0
47877866001,04:45:00,38.5,32.74,0.0
47874204801,04:45:00,50.0,14.32,0.0
47870160502,04:45:00,39.05,69.52,0.0
47874140202,04:45:00,34.17,70.64,0.0
47871209902,04:45:00,52.23,44.2,0.0
47871346002,04:45:00,37.69,68.34,0.0
47873728401,04:45:00,48.65,12.16,0.0
47871209901,04:45:00,49.23,51.98,0.0
47878072201,04:45:00,37.93,81.28,0.0
47871828301,04:45:00,26.92,82.69,0.0
47871573602,04:45:00,48.5,51.5,0.0
47871275101,04:45:00,47.16,59.54,0.0
47877609601,04:45:00,51.19,56.55,0.0
47877362901,04:45:00,41.34,64.29,0.0
47870084102,04:45:00,49.68,14.52,0.0
47871210401,04:45:00,17.43,94.0,0.0
47871162702,04:45:00,49.76,54.37,0.0
47870654902,04:45:00,39.05,47.08,0.0
47870854202,04:45:00,26.58,77.5,0.0
47870660302,04:45:00,33.65,72.6,0.0
47878068201,04:45:00,23.08,56.15,0.0
47871381401,04:45:00,47.69,35.42,0.0
47870286301,04:45:00,27.35,88.34,0.0
47872071702,04:45:00,21.75,74.01,0.0
47873727801,04:45:00,36.54,63.92,0.0
47877915901,04:45:00,20.71,83.33,0.0
47878060401,04:45:00,16.3,55.56,0.37
47872559901,04:45:00,52.4,48.56,0.0
47871256001,04:45:00,36.08,53.8,0.0
47871337502,04:45:00,49.42,11.63,0.0
47871573702,04:45:00,48.83,62.21,0.0
47871417201,04:45:00,34.87,77.44,0.0
47877901601,04:45:00,23.49,81.93,0.0
47878073101,04:45:00,21.04,84.15,0.0
47876086401,04:45:00,52.21,38.73,0.0
47871416901,04:45:00,25.16,69.18,0.0
47873728001,04:45:00,49.5,7.8,0.0
47876086301,04:45:00,49.7,67.99,0.0
47875227101,04:45:00,17.76,89.39,0.0
47877363202,04:45:00,44.61,50.62,0.21
47878060601,04:45:00,18.52,90.74,0.0
47872982602,04:45:00,50.0,17.9,0.0
57173567001,04:45:00,45.39,65.13,0.0
47877866002,04:45:00,50.0,53.17,0.0
47871844301,04:45:00,38.03,77.35,0.0
47870451001,04:45:00,19.83,89.22,0.0
47872109601,04:45:00,43.06,22.54,0.0
47877362902,04:45:00,37.66,67.32,0.0
47871346101,04:45:00,46.83,57.8,0.0
47877892401,04:45:00,50.0,56.42,0.46
47877889701,04:45:00,42.66,69.72,0.0
47871324401,04:45:00,49.09,0.52,0.52
47877865901,04:45:00,33.33,58.65,0.0
47876085801,04:45:00,40.29,81.55,0.0
47872555301,04:45:00,30.23,78.14,0.0
57170544401,04:45:00,35.61,36.93,0.0
47873728201,04:45:00,46.93,56.58,0.0
47875390401,04:45:00,34.25,71.23,0.0
47871351802,04:45:00,37.9,68.01,0.0
47871317201,04:45:00,46.34,50.98,0.0
47871210701,04:45:00,35.48,74.29,0.0
47872955401,04:45:00,21.81,87.96,0.14
47872094202,04:45:00,42.18,72.75,0.0
57174250701,04:45:00,48.71,64.66,0.0
47870084001,04:45:00,45.02,78.91,0.0
47871255602,04:45:00,38.39,72.27,0.0
47874090402,04:45:00,41.98,66.51,0.0
47870747601,04:45:00,21.7,69.79,0.0
47871361401,04:45:00,24.01,83.95,0.0
47871351801,04:45:00,43.4,86.8,0.0
47878060701,04:45:00,14.45,83.94,0.0
47877865902,04:45:00,42.16,61.02,0.0
47870749701,04:45:00,37.04,85.93,0.0
57171936801,04:45:00,44.57,68.99,0.0
57170509101,04:45:00,29.61,23.68,0.0
47875227002,04:45:00,31.82,66.8,0.0
47870451002,04:45:00,20.33,84.15,0.0
47871294101,04:45:00,28.87,54.53,0.0
47877363201,04:45:00,42.19,55.91,0.0
47872666301,04:45:00,38.16,60.75,0.0
47870749801,04:45:00,50.0,59.93,0.0
47878052001,04:45:00,17.04,99.72,0.28
47872983001,04:45:00,22.19,43.49,0.0
47872632501,04:45:00,10.57,96.65,0.0
47873728002,04:45:00,40.83,67.89,0.0
47877362802,04:45:00,41.04,57.55,0.0
57172604701,04:45:00,37.01,85.71,0.0
47878059701,04:45:00,28.06,72.78,0.0
47872094201,04:45:00,31.71,71.99,0.0
47870654901,04:45:00,42.17,56.33,0.0
47871362401,04:45:00,49.59,57.44,0.0
47871337501,04:45:00,49.78,35.94,0.0
47872555302,04:45:00,17.84,80.75,0.0
47871573601,04:45:00,50.0,28.5,0.0
47875390302,04:45:00,14.39,65.61,1.95
47878080101,04:45:00,16.79,82.82,0.0
47872559902,04:45:00,39.1,51.6,0.0
47877929901,04:45:00,22.32,82.66,0.0
47871162701,04:45:00,45.79,68.16,0.0
47870484301,04:45:00,32.34,81.34,0.0
47871275102,04:45:00,48.59,52.58,0.23
57171273701,04:45:00,26.32,86.18,0.0
47871348702,04:45:00,14.12,94.63,0.0
47874156202,04:45:00,37.2,67.8,0.0
47871317202,04:45:00,48.92,49.57,0.0
47872109602,04:45:00,48.01,36.73,0.0
47872666302,04:45:00,38.39,56.25,0.0
47878059802,04:45:00,47.16,31.82,0.0
47871210502,04:45:00,23.89,81.67,0.0
47875227001,04:45:00,40.71,70.8,0.0
47870666001,04:45:00,48.51,60.95,0.25
47877895501,04:45:00,41.82,63.64,0.0
47877895601,04:45:00,8.91,43.56,0.0
47878073101,05:00:00,26.39,76.94,0.0
47872101402,05:00:00,21.36,88.74,0.0
47871381401,05:00:00,48.6,14.38,0.0
47871294101,05:00:00,34.16,50.47,0.0
47878068201,05:00:00,33.2,57.6,0.0
47871573702,05:00:00,48.17,35.71,0.0
47873727801,05:00:00,35.22,51.48,0.0
47875390401,05:00:00,45.28,66.93,0.0
47873728001,05:00:00,49.91,11.48,0.0
47870484001,05:00:00,31.67,100.0,0.0
47871417201,05:00:00,36.43,73.84,0.0
47871256001,05:00:00,25.41,62.3,0.0
47878080101,05:00:00,22.58,87.42,0.0
47877895501,05:00:00,37.58,62.75,0.0
47871162701,05:00:00,47.6,65.38,0.0
47871361401,05:00:00,38.54,46.25,0.0
47870749801,05:00:00,50.0,63.84,0.0
47871317201,05:00:00,50.63,54.01,0.0
47871573602,05:00:00,46.05,53.95,0.0
47878059701,05:00:00,28.98,71.02,0.0
47870160502,05:00:00,32.98,83.33,0.0
47877866001,05:00:00,42.59,24.63,0.0
47877901601,05:00:00,27.27,83.06,0.0
47874140202,05:00:00,23.58,76.42,0.0
47871275102,05:00:00,48.54,29.2,0.0
47873728401,05:00:00,46.89,16.15,0.0
47874156202,05:00:00,36.38,72.77,0.0
47875390302,05:00:00,14.33,69.66,0.84
47872666302,05:00:00,34.98,55.61,0.0
47871573601,05:00:00,49.23,29.23,0.0
47870084102,05:00:00,49.57,60.78,0.0
47870666001,05:00:00,47.15,40.49,0.0
47872955401,05:00:00,24.55,74.15,0.0
47870666002,05:00:00,47.16,58.53,0.0
47875227001,05:00:00,41.28,68.97,0.0
47871346101,05:00:00,46.22,58.19,0.0
47871210502,05:00:00,31.68,70.23,0.0
47870484301,05:00:00,35.66,79.78,0.0
57173567001,05:00:00,41.58,72.11,0.0
47872982602,05:00:00,48.93,19.79,0.0
47870749701,05:00:00,35.16,88.39,0.0
47870451001,05:00:00,34.62,77.69,0.0
47876086301,05:00:00,48.91,65.69,0.0
47871351802,05:00:00,29.5,73.5,0.0
47871210401,05:00:00,23.45,92.48,0.0
47875227101,05:00:00,18.94,88.37,0.0
47872983001,05:00:00,30.5,48.85,0.0
47876086401,05:00:00,65.73,28.93,0.0
47871351801,05:00:00,40.23,60.73,0.0
47875227002,05:00:00,25.16,75.16,0.0
47878060701,05:00:00,23.33,85.0,0.0
47871416901,05:00:00,25.26,78.42,0.0
47874204801,05:00:00,50.0,15.45,0.0
47876075601,05:00:00,48.26,59.59,0.0
47871255602,05:00:00,36.39,66.77,0.0
47871346002,05:00:00,35.74,65.7,0.0
47871209902,05:00:00,51.85,46.5,0.0
47871828301,05:00:00,29.72,82.08,0.0
47877363201,05:00:00,39.3,56.28,0.0
47871275101,05:00:00,38.1,65.0,0.0
47877609501,05:00:00,38.36,81.9,0.0
47874090601,05:00:00,45.65,58.39,0.0
47877609601,05:00:00,37.9,58.87,0.0
47870286802,05:00:00,48.37,16.91,0.0
47872632501,05:00:00,19.81,92.22,0.0
47871348702,05:00:00,31.07,86.41,0.0
47871573701,05:00:00,28.41,73.35,0.0
47877362801,05:00:00,50.0,57.33,0.0
47878072101,05:00:00,24.48,84.44,0.0
47870747601,05:00:00,33.11,59.46,0.0
57170509101,05:00:00,24.51,29.9,0.0
47871844301,05:00:00,36.41,81.04,0.0
47878072201,05:00:00,38.24,79.17,0.0
47871844201,05:00:00,49.71,13.58,0.0
47871210701,05:00:00,38.44,69.35,0.0
47872109602,05:00:00,46.75,40.41,0.0
57171936801,05:00:00,44.34,68.07,0.0
47870451002,05:00:00,22.17,85.92,0.0
47873728002,05:00:00,37.19,70.25,0.0
47877362802,05:00:00,37.83,58.55,0.0
47878059802,05:00:00,46.63,33.47,0.0
47872666301,05:00:00,35.62,65.94,0.0
47871209901,05:00:00,47.46,34.46,0.0
47870084001,05:00:00,42.48,88.89,0.0
57171273701,05:00:00,19.19,84.85,0.0
47877929901,05:00:00,24.92,84.06,0.0
47871362401,05:00:00,50.0,9.26,0.0
47872559902,05:00:00,32.54,52.87,0.0
47877362901,05:00:00,41.77,66.15,0.0
57172604701,05:00:00,38.24,81.37,0.0
47872101401,05:00:00,43.63,58.6,0.0
57170544401,05:00:00,33.38,44.05,0.0
47870654902,05:00:00,32.08,53.77,0.0
47872555301,05:00:00,30.0,76.11,0.0
57174250602,05:00:00,43.46,59.62,0.0
47878060601,05:00:00,17.24,93.39,0.0
47877889701,05:00:00,36.73,70.07,0.68
47873728201,05:00:00,45.82,60.16,0.0
47870854202,05:00:00,39.86,39.18,0.0
47870660302,05:00:00,27.74,75.68,0.0
47871317202,05:00:00,50.23,18.31,0.0
47872071702,05:00:00,27.92,73.66,0.3
47877895601,05:00:00,11.68,43.07,0.0
47870286301,05:00:00,28.14,88.14,0.0
47877865901,05:00:00,38.13,58.9,0.0
47878060401,05:00:00,19.19,55.81,2.03
47871337502,05:00:00,50.0,14.91,0.0
47872559901,05:00:00,48.36,51.82,0.0
47872555302,05:00:00,22.71,76.01,0.0
47872094201,05:00:00,37.16,69.16,0.0
47877915901,05:00:00,19.83,86.21,0.0
47871337501,05:00:00,48.86,32.65,0.0
47871324401,05:00:00,48.76,1.05,0.57
47878052001,05:00:00,17.54,100.0,0.0
47870654901,05:00:00,38.86,58.97,0.0
47877866002,05:00:00,50.0,53.61,0.0
47877362902,05:00:00,34.01,70.5,0.0
47877945001,05:00:00,37.85,75.71,0.0
57174250701,05:00:00,47.56,67.07,0.0
47872094202,05:00:00,39.61,70.79,0.0
47877363202,05:00:00,40.37,54.35,0.31
47871162702,05:00:00,48.9,55.15,0.0
47872109601,05:00:00,38.99,27.38,0.0
47874090402,05:00:00,46.93,58.9,0.0
47877865902,05:00:00,45.55,61.04,0.0
47876085801,05:00:00,39.31,81.5,0.0
47877892401,05:00:00,45.3,64.09,0.0
47871317201,05:15:00,40.87,57.58,0.0
47872632501,05:15:00,29.94,88.45,0.0
47871573602,05:15:00,46.46,35.55,0.0
47872094202,05:15:00,42.94,69.8,0.0
47871351802,05:15:00,40.92,67.98,0.0
47877362901,05:15:00,41.01,65.45,0.0
47871317202,05:15:00,51.04,20.43,0.0
47872982602,05:15:00,50.0,19.27,0.0
47877929901,05:15:00,28.35,81.39,0.0
47875390401,05:15:00,38.85,71.22,0.0
47878073101,05:15:00,28.11,73.27,0.0
47870654901,05:15:00,40.93,60.0,0.0
47878072201,05:15:00,41.26,58.74,0.0
47872101402,05:15:00,19.03,89.12,0.0
47878052001,05:15:00,14.64,100.0,0.0
47871573702,05:15:00,46.43,37.82,0.0
47871337501,05:15:00,49.39,36.89,0.0
47872109602,05:15:00,48.03,44.57,0.0
57170544401,05:15:00,25.39,49.09,0.0
47870749801,05:15:00,48.16,27.63,0.0
47870666001,05:15:00,48.62,34.95,0.0
47877865902,05:15:00,43.44,61.03,0.0
47877892401,05:15:00,47.46,56.78,0.0
47871416901,05:15:00,17.34,81.53,0.0
47871346101,05:15:00,43.34,59.77,0.0
47877362802,05:15:00,45.42,57.52,0.0
47871209901,05:15:00,48.51,33.7,0.0
47876075601,05:15:00,50.0,58.29,0.0
47876086301,05:15:00,47.77,64.97,0.0
47877895501,05:15:00,45.66,57.23,0.0
47870854202,05:15:00,42.32,36.18,0.0
47877363202,05:15:00,39.43,53.78,0.3
47870660302,05:15:00,23.27,74.53,0.0
47870286301,05:15:00,20.54,90.37,0.0
47878060401,05:15:00,18.75,65.79,0.99
47877915901,05:15:00,24.4,86.01,0.0
57171273701,05:15:00,22.69,84.03,0.0
47872559901,05:15:00,50.67,50.84,0.0
47871255602,05:15:00,39.69,71.49,0.0
47871210401,05:15:00,22.89,93.66,0.0
47872559902,05:15:00,39.93,52.22,0.0
47871844301,05:15:00,32.4,67.18,0.0
47871210701,05:15:00,45.39,61.89,0.0
47870160502,05:15:00,30.19,86.69,0.0
47875227002,05:15:00,28.09,76.08,0.0
47875390302,05:15:00,17.07,64.88,1.71
47872666302,05:15:00,40.18,54.17,0.15
47872555302,05:15:00,16.67,79.79,0.0
47873728002,05:15:00,39.45,71.64,0.0
47871275101,05:15:00,35.29,69.12,0.0
47870666002,05:15:00,46.27,60.71,0.0
57172604701,05:15:00,35.9,81.62,0.0
47871844201,05:15:00,47.97,21.34,0.0
47877866001,05:15:00,40.76,29.3,0.0
47874140202,05:15:00,28.1,75.78,0.0
47871573701,05:15:00,31.03,73.97,0.0
47870654902,05:15:00,38.44,52.19,0.0
47870286802,05:15:00,48.35,14.88,0.0
47871275102,05:15:00,49.51,31.74,0.0
47878072101,05:15:00,30.27,81.89,0.0
47876086401,05:15:00,60.34,37.44,0.0
47877866002,05:15:00,50.0,9.11,0.0
47871381401,05:15:00,48.5,14.49,0.0
47871361401,05:15:00,46.68,18.41,0.0
47878080101,05:15:00,24.86,85.68,0.0
47871417201,05:15:00,37.64,58.38,0.0
47873728401,05:15:00,48.31,16.1,0.0
47872666301,05:15:00,35.8,58.81,0.14
57170509101,05:15:00,17.11,34.65,0.0
47872071702,05:15:00,24.06,79.76,0.0
47871573601,05:15:00,49.49,26.94,0.0
47878060701,05:15:00,14.08,88.56,0.0
47871828301,05:15:00,32.73,84.54,0.0
47874156202,05:15:00,39.01,67.83,0.13
47870451001,05:15:00,18.89,90.56,0.0
47877945001,05:15:00,39.67,69.84,0.0
47877865901,05:15:00,31.6,61.24,0.0
47878059701,05:15:00,31.37,68.75,0.0
47871162702,05:15:00,48.52,11.48,0.0
47871324401,05:15:00,48.9,1.1,0.24
47870749701,05:15:00,32.26,90.65,0.0
47877609601,05:15:00,38.1,57.14,0.0
47871362401,05:15:00,50.0,9.88,0.0
47874204801,05:15:00,49.1,12.54,0.0
47871348702,05:15:00,37.7,58.15,0.0
47873728201,05:15:00,46.84,37.5,0.0
47878068201,05:15:00,30.33,67.21,0.0
47874090601,05:15:00,44.0,57.78,0.0
47871256001,05:15:00,25.0,63.85,0.0
47871209902,05:15:00,49.32,49.19,0.0
47875227101,05:15:00,16.51,88.84,0.0
47870484301,05:15:00,32.14,83.04,0.0
47873727801,05:15:00,35.86,51.27,0.0
57171936801,05:15:00,38.72,46.56,0.0
47878059802,05:15:00,46.36,34.9,0.0
47877889701,05:15:00,38.99,69.94,0.3
47871351801,05:15:00,41.81,58.36,0.0
47870484001,05:15:00,35.29,100.0,0.0
47875227001,05:15:00,42.0,67.85,0.0
47871337502,05:15:00,50.0,14.9,0.0
47870747601,05:15:00,27.55,75.4,0.0
47872101401,05:15:00,32.65,71.84,0.0
47870084001,05:15:00,45.45,80.0,0.0
47870084102,05:15:00,50.0,15.76,0.0
47872955401,05:15:00,17.36,89.81,0.0
47874090402,05:15:00,45.39,60.37,0.0
47871210502,05:15:00,31.01,71.84,0.0
47876085801,05:15:00,39.76,82.93,0.0
47877901601,05:15:00,22.48,85.27,0.0
47878060601,05:15:00,17.39,93.17,0.0
47877895601,05:15:00,14.5,49.41,0.0
47877609501,05:15:00,39.86,73.19,0.0
57173567001,05:15:00,40.09,72.84,0.0
47872109601,05:15:00,43.38,22.43,0.0
57174250602,05:15:00,42.27,65.7,0.0
47877363201,05:15:00,40.22,58.52,0.0
47872094201,05:15:00,33.38,71.95,0.0
47870451002,05:15:00,20.56,86.76,0.0
47871346002,05:15:00,37.96,69.83,0.0
47877362801,05:15:00,50.0,55.66,0.0
47872555301,05:15:00,29.1,81.05,0.0
57174250701,05:15:00,48.11,32.43,0.0
47872983001,05:15:00,33.08,60.0,0.0
47871162701,05:15:00,44.76,43.24,0.0
47877362902,05:15:00,32.74,72.15,0.0
47873728001,05:15:00,49.63,9.6,0.0
47871294101,05:15:00,33.66,55.32,0.0
47871573702,05:30:00,47.46,43.15,0.0
47872559902,05:30:00,41.58,50.9,0.0
47872555301,05:30:00,22.06,80.29,0.0
47873728001,05:30:00,49.46,8.39,0.0
47878068201,05:30:00,32.27,68.68,0.0
47871573701,05:30:00,38.11,45.23,0.0
47877915901,05:30:00,15.67,90.55,0.0
47870747601,05:30:00,26.46,76.67,0.0
47871337502,05:30:00,48.97,18.09,0.0
47870286802,05:30:00,47.31,18.37,0.0
47873728002,05:30:00,36.68,57.99,0.0
47872559901,05:30:00,48.61,53.61,0.0
47878059802,05:30:00,45.05,36.99,0.0
47870451002,05:30:00,19.94,88.2,0.0
47877609501,05:30:00,29.1,85.98,0.0
47870654902,05:30:00,44.97,61.46,0.0
